catalog,vendor,product,api_family,api_group,id,status,method,path,summary,migration_phase,migration_use,official_doc_url
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Children,children-get-pages-id-children,deprecated,GET,/pages/{id}/children,Get child pages,extract,Children extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-children/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-get-pages-id-classification-level,reviewed,GET,/pages/{id}/classification-level,Get page classification level,extract,Classification Level extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-put-pages-id-classification-level,reviewed,PUT,/pages/{id}/classification-level,Update page classification level,load,Classification Level creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-post-pages-id-classification-level-reset,reviewed,POST,/pages/{id}/classification-level/reset,Reset page classification level,transform,Classification Level reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Custom Content,custom-content-get-pages-id-custom-content,reviewed,GET,/pages/{id}/custom-content,Get custom content by type in page,extract,Custom Content extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-custom-content/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Descendants,descendants-get-pages-id-descendants,reviewed,GET,/pages/{id}/descendants,Get descendants of page,extract,Descendants extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-descendants/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Children,children-get-pages-id-direct-children,reviewed,GET,/pages/{id}/direct-children,Get direct children of a page,extract,Children extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-children/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-get-pages-id-footer-comments,reviewed,GET,/pages/{id}/footer-comments,Get footer comments for page,extract,Comment extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Comment,comment-get-pages-id-inline-comments,reviewed,GET,/pages/{id}/inline-comments,Get inline comments for page,extract,Comment extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-comment/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Label,label-get-pages-id-labels,reviewed,GET,/pages/{id}/labels,Get labels for page,extract,Label extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-label/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Like,like-get-pages-id-likes-count,reviewed,GET,/pages/{id}/likes/count,Get like count for page,extract,Like extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-like/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Like,like-get-pages-id-likes-users,reviewed,GET,/pages/{id}/likes/users,Get account IDs of likes for page,extract,Like extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-like/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Operation,operation-get-pages-id-operations,reviewed,GET,/pages/{id}/operations,Get permitted operations for page,extract,Operation extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-operation/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Redactions,redactions-post-pages-id-redact,reviewed,POST,/pages/{id}/redact,Redact Content in a Confluence Page,transform,Redactions reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-redactions/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Page,page-put-pages-id-title,reviewed,PUT,/pages/{id}/title,Update page title,load,Page creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-page/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Version,version-get-pages-id-versions,reviewed,GET,/pages/{id}/versions,Get page versions,extract,Version extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-version/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-get-pages-page-id-properties,reviewed,GET,/pages/{page-id}/properties,Get content properties for page,extract,Content Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-post-pages-page-id-properties,reviewed,POST,/pages/{page-id}/properties,Create content property for page,load,Content Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-delete-pages-page-id-properties-property-id,reviewed,DELETE,/pages/{page-id}/properties/{property-id},Delete content property for page by id,reconcile,Content Properties reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-get-pages-page-id-properties-property-id,reviewed,GET,/pages/{page-id}/properties/{property-id},Get content property for page by id,extract,Content Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-put-pages-page-id-properties-property-id,reviewed,PUT,/pages/{page-id}/properties/{property-id},Update content property for page by id,load,Content Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Version,version-get-pages-page-id-versions-version-number,reviewed,GET,/pages/{page-id}/versions/{version-number},Get version details for page version,extract,Version extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-version/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Permissions,space-permissions-get-space-permissions,reviewed,GET,/space-permissions,Get available space permissions,extract,Space Permissions extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-permissions/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Permission Transition,space-permission-transition-post-space-permissions-transition-access-removals,reviewed,POST,/space-permissions/transition/access-removals,Bulk remove space permission access,load,Space Permission Transition creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-permission-transition/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Permission Transition,space-permission-transition-get-space-permissions-transition-combinations,reviewed,GET,/space-permissions/transition/combinations,List unassigned space permission combinations,extract,Space Permission Transition extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-permission-transition/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Permission Transition,space-permission-transition-post-space-permissions-transition-combinations,reviewed,POST,/space-permissions/transition/combinations,Generate space permission combinations,load,Space Permission Transition creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-permission-transition/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Permission Transition,space-permission-transition-post-space-permissions-transition-role-assignments,reviewed,POST,/space-permissions/transition/role-assignments,Bulk assign space permission roles,load,Space Permission Transition creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-permission-transition/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Permission Transition,space-permission-transition-get-space-permissions-transition-tasks-taskid,reviewed,GET,/space-permissions/transition/tasks/{taskId},Get space permission transition task status,extract,Space Permission Transition extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-permission-transition/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Roles,space-roles-get-space-role-mode,reviewed,GET,/space-role-mode,Get space role mode,extract,Space Roles extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-roles/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Roles,space-roles-get-space-roles,reviewed,GET,/space-roles,Get available space roles,extract,Space Roles extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-roles/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Roles,space-roles-post-space-roles,reviewed,POST,/space-roles,Create a space role,load,Space Roles creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-roles/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Roles,space-roles-delete-space-roles-id,reviewed,DELETE,/space-roles/{id},Delete a space role,reconcile,Space Roles reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-roles/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Roles,space-roles-get-space-roles-id,reviewed,GET,/space-roles/{id},Get space role by ID,extract,Space Roles extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-roles/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Roles,space-roles-put-space-roles-id,reviewed,PUT,/space-roles/{id},Update a space role,load,Space Roles creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-roles/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space,space-get-spaces,reviewed,GET,/spaces,Get spaces,extract,Space extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space,space-post-spaces,reviewed,POST,/spaces,Create space,load,Space creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space,space-get-spaces-id,reviewed,GET,/spaces/{id},Get space by id,extract,Space extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Blog Post,blog-post-get-spaces-id-blogposts,reviewed,GET,/spaces/{id}/blogposts,Get blog posts in space,extract,Blog Post extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-blog-post/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-delete-spaces-id-classification-level-default,reviewed,DELETE,/spaces/{id}/classification-level/default,Delete space default classification level,reconcile,Classification Level reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-get-spaces-id-classification-level-default,reviewed,GET,/spaces/{id}/classification-level/default,Get space default classification level,extract,Classification Level extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-put-spaces-id-classification-level-default,reviewed,PUT,/spaces/{id}/classification-level/default,Update space default classification level,load,Classification Level creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Label,label-get-spaces-id-content-labels,reviewed,GET,/spaces/{id}/content/labels,Get labels for space content,extract,Label extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-label/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Custom Content,custom-content-get-spaces-id-custom-content,reviewed,GET,/spaces/{id}/custom-content,Get custom content by type in space,extract,Custom Content extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-custom-content/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Label,label-get-spaces-id-labels,reviewed,GET,/spaces/{id}/labels,Get labels for space,extract,Label extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-label/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Operation,operation-get-spaces-id-operations,reviewed,GET,/spaces/{id}/operations,Get permitted operations for space,extract,Operation extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-operation/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Page,page-get-spaces-id-pages,reviewed,GET,/spaces/{id}/pages,Get pages in space,extract,Page extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-page/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Permissions,space-permissions-get-spaces-id-permissions,reviewed,GET,/spaces/{id}/permissions,Get space permissions assignments,extract,Space Permissions extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-permissions/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Roles,space-roles-get-spaces-id-role-assignments,reviewed,GET,/spaces/{id}/role-assignments,Get space role assignments,extract,Space Roles extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-roles/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Roles,space-roles-post-spaces-id-role-assignments,reviewed,POST,/spaces/{id}/role-assignments,Set space role assignments,load,Space Roles creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-roles/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Properties,space-properties-get-spaces-space-id-properties,reviewed,GET,/spaces/{space-id}/properties,Get space properties in space,extract,Space Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Properties,space-properties-post-spaces-space-id-properties,reviewed,POST,/spaces/{space-id}/properties,Create space property in space,load,Space Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Properties,space-properties-delete-spaces-space-id-properties-property-id,reviewed,DELETE,/spaces/{space-id}/properties/{property-id},Delete space property by id,reconcile,Space Properties reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Properties,space-properties-get-spaces-space-id-properties-property-id,reviewed,GET,/spaces/{space-id}/properties/{property-id},Get space property by id,extract,Space Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Space Properties,space-properties-put-spaces-space-id-properties-property-id,reviewed,PUT,/spaces/{space-id}/properties/{property-id},Update space property by id,load,Space Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-space-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Task,task-get-tasks,reviewed,GET,/tasks,Get tasks,extract,Task extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-task/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Task,task-get-tasks-id,reviewed,GET,/tasks/{id},Get task by id,extract,Task extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-task/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Task,task-put-tasks-id,reviewed,PUT,/tasks/{id},Update task,load,Task creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-task/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,User,user-post-user-access-check-access-by-email,reviewed,POST,/user/access/check-access-by-email,Check site access for a list of emails,transform,User reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-user/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,User,user-post-user-access-invite-by-email,reviewed,POST,/user/access/invite-by-email,Invite a list of emails to the site,transform,User reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-user/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,User,user-post-users-bulk,reviewed,POST,/users-bulk,Create bulk user lookup using ids,load,User creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-user/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Whiteboard,whiteboard-post-whiteboards,reviewed,POST,/whiteboards,Create whiteboard,load,Whiteboard creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-whiteboard/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Whiteboard,whiteboard-delete-whiteboards-id,reviewed,DELETE,/whiteboards/{id},Delete whiteboard,reconcile,Whiteboard reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-whiteboard/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Whiteboard,whiteboard-get-whiteboards-id,reviewed,GET,/whiteboards/{id},Get whiteboard by id,extract,Whiteboard extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-whiteboard/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Ancestors,ancestors-get-whiteboards-id-ancestors,reviewed,GET,/whiteboards/{id}/ancestors,Get all ancestors of whiteboard,extract,Ancestors extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-ancestors/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-get-whiteboards-id-classification-level,reviewed,GET,/whiteboards/{id}/classification-level,Get whiteboard classification level,extract,Classification Level extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-put-whiteboards-id-classification-level,reviewed,PUT,/whiteboards/{id}/classification-level,Update whiteboard classification level,load,Classification Level creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Classification Level,classification-level-post-whiteboards-id-classification-level-reset,reviewed,POST,/whiteboards/{id}/classification-level/reset,Reset whiteboard classification level,transform,Classification Level reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-classification-level/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Descendants,descendants-get-whiteboards-id-descendants,reviewed,GET,/whiteboards/{id}/descendants,Get descendants of a whiteboard,extract,Descendants extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-descendants/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Children,children-get-whiteboards-id-direct-children,reviewed,GET,/whiteboards/{id}/direct-children,Get direct children of a whiteboard,extract,Children extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-children/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Operation,operation-get-whiteboards-id-operations,reviewed,GET,/whiteboards/{id}/operations,Get permitted operations for a whiteboard,extract,Operation extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-operation/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-get-whiteboards-id-properties,reviewed,GET,/whiteboards/{id}/properties,Get content properties for whiteboard,extract,Content Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-post-whiteboards-id-properties,reviewed,POST,/whiteboards/{id}/properties,Create content property for whiteboard,load,Content Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-delete-whiteboards-whiteboard-id-properties-property-id,reviewed,DELETE,/whiteboards/{whiteboard-id}/properties/{property-id},Delete content property for whiteboard by id,reconcile,Content Properties reconciliation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-get-whiteboards-whiteboard-id-properties-property-id,reviewed,GET,/whiteboards/{whiteboard-id}/properties/{property-id},Get content property for whiteboard by id,extract,Content Properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
confluence-cloud.yml,Atlassian,Confluence Cloud,Confluence Cloud REST API v2,Content Properties,content-properties-put-whiteboards-whiteboard-id-properties-property-id,reviewed,PUT,/whiteboards/{whiteboard-id}/properties/{property-id},Update content property for whiteboard by id,load,Content Properties creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/confluence/rest/v2/api-group-content-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Announcement banner,announcement-banner-get-rest-api-3-announcementbanner,reviewed,GET,/rest/api/3/announcementBanner,Get announcement banner configuration,extract,Announcement banner extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-announcement-banner/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Announcement banner,announcement-banner-put-rest-api-3-announcementbanner,reviewed,PUT,/rest/api/3/announcementBanner,Update announcement banner configuration,load,Announcement banner creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-announcement-banner/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue custom field configuration (apps),issue-custom-field-configuration-apps-post-rest-api-3-app-field-context-configuration-list,reviewed,POST,/rest/api/3/app/field/context/configuration/list,Bulk get custom field configurations,transform,Issue custom field configuration (apps) reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-custom-field-configuration-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue custom field values (apps),issue-custom-field-values-apps-post-rest-api-3-app-field-value,reviewed,POST,/rest/api/3/app/field/value,Update custom fields,load,Issue custom field values (apps) creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-custom-field-values-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue custom field configuration (apps),issue-custom-field-configuration-apps-get-rest-api-3-app-field-fieldidorkey-context-configuration,reviewed,GET,/rest/api/3/app/field/{fieldIdOrKey}/context/configuration,Get custom field configurations,extract,Issue custom field configuration (apps) extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-custom-field-configuration-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue custom field configuration (apps),issue-custom-field-configuration-apps-put-rest-api-3-app-field-fieldidorkey-context-configuration,reviewed,PUT,/rest/api/3/app/field/{fieldIdOrKey}/context/configuration,Update custom field configurations,load,Issue custom field configuration (apps) creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-custom-field-configuration-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue custom field values (apps),issue-custom-field-values-apps-put-rest-api-3-app-field-fieldidorkey-value,reviewed,PUT,/rest/api/3/app/field/{fieldIdOrKey}/value,Update custom field value,load,Issue custom field values (apps) creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-custom-field-values-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Jira settings,jira-settings-get-rest-api-3-application-properties,reviewed,GET,/rest/api/3/application-properties,Get application property,extract,Jira settings extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jira-settings/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Jira settings,jira-settings-get-rest-api-3-application-properties-advanced-settings,reviewed,GET,/rest/api/3/application-properties/advanced-settings,Get advanced settings,extract,Jira settings extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jira-settings/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Jira settings,jira-settings-put-rest-api-3-application-properties-id,reviewed,PUT,/rest/api/3/application-properties/{id},Set application property,transform,Jira settings reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-jira-settings/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Application roles,application-roles-get-rest-api-3-applicationrole,reviewed,GET,/rest/api/3/applicationrole,Get all application roles,extract,Application roles extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-application-roles/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Application roles,application-roles-get-rest-api-3-applicationrole-key,reviewed,GET,/rest/api/3/applicationrole/{key},Get application role,extract,Application roles extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-application-roles/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue attachments,issue-attachments-get-rest-api-3-attachment-content-id,reviewed,GET,/rest/api/3/attachment/content/{id},Get attachment content,extract,Issue attachments extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-attachments/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue attachments,issue-attachments-get-rest-api-3-attachment-meta,reviewed,GET,/rest/api/3/attachment/meta,Get Jira attachment settings,extract,Issue attachments extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-attachments/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue attachments,issue-attachments-get-rest-api-3-attachment-thumbnail-id,reviewed,GET,/rest/api/3/attachment/thumbnail/{id},Get attachment thumbnail,extract,Issue attachments extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-attachments/
