catalog,vendor,product,api_family,api_group,id,status,method,path,summary,migration_phase,migration_use,official_doc_url
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project roles,project-roles-put-rest-api-3-role-id,reviewed,PUT,/rest/api/3/role/{id},Fully update project role,load,Project roles creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-roles/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project role actors,project-role-actors-delete-rest-api-3-role-id-actors,reviewed,DELETE,/rest/api/3/role/{id}/actors,Delete default actors from project role,reconcile,Project role actors reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-role-actors/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project role actors,project-role-actors-get-rest-api-3-role-id-actors,reviewed,GET,/rest/api/3/role/{id}/actors,Get default actors for project role,extract,Project role actors extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-role-actors/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project role actors,project-role-actors-post-rest-api-3-role-id-actors,reviewed,POST,/rest/api/3/role/{id}/actors,Add default actors to project role,load,Project role actors creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-role-actors/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screens,screens-get-rest-api-3-screens,reviewed,GET,/rest/api/3/screens,Get screens,extract,Screens extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screens/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screens,screens-post-rest-api-3-screens,reviewed,POST,/rest/api/3/screens,Create screen,load,Screens creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screens/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screens,screens-post-rest-api-3-screens-addtodefault-fieldid,reviewed,POST,/rest/api/3/screens/addToDefault/{fieldId},Add field to default screen,load,Screens creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screens/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tabs,screen-tabs-get-rest-api-3-screens-tabs,reviewed,GET,/rest/api/3/screens/tabs,Get bulk screen tabs,extract,Screen tabs extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tabs/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screens,screens-delete-rest-api-3-screens-screenid,reviewed,DELETE,/rest/api/3/screens/{screenId},Delete screen,reconcile,Screens reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screens/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screens,screens-put-rest-api-3-screens-screenid,reviewed,PUT,/rest/api/3/screens/{screenId},Update screen,load,Screens creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screens/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screens,screens-get-rest-api-3-screens-screenid-availablefields,reviewed,GET,/rest/api/3/screens/{screenId}/availableFields,Get available screen fields,extract,Screens extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screens/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tabs,screen-tabs-get-rest-api-3-screens-screenid-tabs,reviewed,GET,/rest/api/3/screens/{screenId}/tabs,Get all screen tabs,extract,Screen tabs extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tabs/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tabs,screen-tabs-post-rest-api-3-screens-screenid-tabs,reviewed,POST,/rest/api/3/screens/{screenId}/tabs,Create screen tab,load,Screen tabs creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tabs/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tabs,screen-tabs-delete-rest-api-3-screens-screenid-tabs-tabid,reviewed,DELETE,/rest/api/3/screens/{screenId}/tabs/{tabId},Delete screen tab,reconcile,Screen tabs reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tabs/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tabs,screen-tabs-put-rest-api-3-screens-screenid-tabs-tabid,reviewed,PUT,/rest/api/3/screens/{screenId}/tabs/{tabId},Update screen tab,load,Screen tabs creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tabs/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tab fields,screen-tab-fields-get-rest-api-3-screens-screenid-tabs-tabid-fields,reviewed,GET,/rest/api/3/screens/{screenId}/tabs/{tabId}/fields,Get all screen tab fields,extract,Screen tab fields extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tab-fields/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tab fields,screen-tab-fields-post-rest-api-3-screens-screenid-tabs-tabid-fields,reviewed,POST,/rest/api/3/screens/{screenId}/tabs/{tabId}/fields,Add screen tab field,load,Screen tab fields creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tab-fields/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tab fields,screen-tab-fields-delete-rest-api-3-screens-screenid-tabs-tabid-fields-id,reviewed,DELETE,/rest/api/3/screens/{screenId}/tabs/{tabId}/fields/{id},Remove screen tab field,reconcile,Screen tab fields reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tab-fields/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tab fields,screen-tab-fields-post-rest-api-3-screens-screenid-tabs-tabid-fields-id-move,reviewed,POST,/rest/api/3/screens/{screenId}/tabs/{tabId}/fields/{id}/move,Move screen tab field,transform,Screen tab fields reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tab-fields/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen tabs,screen-tabs-post-rest-api-3-screens-screenid-tabs-tabid-move-pos,reviewed,POST,/rest/api/3/screens/{screenId}/tabs/{tabId}/move/{pos},Move screen tab,transform,Screen tabs reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-tabs/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen schemes,screen-schemes-get-rest-api-3-screenscheme,reviewed,GET,/rest/api/3/screenscheme,Get screen schemes,extract,Screen schemes extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen schemes,screen-schemes-post-rest-api-3-screenscheme,reviewed,POST,/rest/api/3/screenscheme,Create screen scheme,load,Screen schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen schemes,screen-schemes-delete-rest-api-3-screenscheme-screenschemeid,reviewed,DELETE,/rest/api/3/screenscheme/{screenSchemeId},Delete screen scheme,reconcile,Screen schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Screen schemes,screen-schemes-put-rest-api-3-screenscheme-screenschemeid,reviewed,PUT,/rest/api/3/screenscheme/{screenSchemeId},Update screen scheme,load,Screen schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-screen-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue search,issue-search-get-rest-api-3-search,deprecated,GET,/rest/api/3/search,Currently being removed. Search for issues using JQL (GET),extract,Issue search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue search,issue-search-post-rest-api-3-search,deprecated,POST,/rest/api/3/search,Currently being removed. Search for issues using JQL (POST),transform,Issue search reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue search,issue-search-post-rest-api-3-search-approximate-count,reviewed,POST,/rest/api/3/search/approximate-count,Count issues using JQL,transform,Issue search reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue search,issue-search-get-rest-api-3-search-jql,reviewed,GET,/rest/api/3/search/jql,Search for issues using JQL enhanced search (GET),extract,Issue search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue search,issue-search-post-rest-api-3-search-jql,reviewed,POST,/rest/api/3/search/jql,Search for issues using JQL enhanced search (POST),transform,Issue search reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue security level,issue-security-level-get-rest-api-3-securitylevel-id,reviewed,GET,/rest/api/3/securitylevel/{id},Get issue security level,extract,Issue security level extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-security-level/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Server info,server-info-get-rest-api-3-serverinfo,reviewed,GET,/rest/api/3/serverInfo,Get Jira instance info,extract,Server info extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-server-info/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue navigator settings,issue-navigator-settings-get-rest-api-3-settings-columns,reviewed,GET,/rest/api/3/settings/columns,Get issue navigator default columns,extract,Issue navigator settings extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-navigator-settings/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue navigator settings,issue-navigator-settings-put-rest-api-3-settings-columns,reviewed,PUT,/rest/api/3/settings/columns,Set issue navigator default columns,transform,Issue navigator settings reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-navigator-settings/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow statuses,workflow-statuses-get-rest-api-3-status,reviewed,GET,/rest/api/3/status,Get all statuses,extract,Workflow statuses extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-statuses/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow statuses,workflow-statuses-get-rest-api-3-status-idorname,reviewed,GET,/rest/api/3/status/{idOrName},Get status,extract,Workflow statuses extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-statuses/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow status categories,workflow-status-categories-get-rest-api-3-statuscategory,reviewed,GET,/rest/api/3/statuscategory,Get all status categories,extract,Workflow status categories extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-status-categories/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Workflow status categories,workflow-status-categories-get-rest-api-3-statuscategory-idorkey,reviewed,GET,/rest/api/3/statuscategory/{idOrKey},Get status category,extract,Workflow status categories extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-workflow-status-categories/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-delete-rest-api-3-statuses,reviewed,DELETE,/rest/api/3/statuses,Bulk delete Statuses,reconcile,Status reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-get-rest-api-3-statuses,reviewed,GET,/rest/api/3/statuses,Bulk get statuses,extract,Status extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-post-rest-api-3-statuses,reviewed,POST,/rest/api/3/statuses,Bulk create statuses,load,Status creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-put-rest-api-3-statuses,reviewed,PUT,/rest/api/3/statuses,Bulk update statuses,load,Status creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-get-rest-api-3-statuses-bynames,reviewed,GET,/rest/api/3/statuses/byNames,Bulk get statuses by name,extract,Status extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-get-rest-api-3-statuses-search,reviewed,GET,/rest/api/3/statuses/search,Search statuses paginated,extract,Status extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-get-rest-api-3-statuses-statusid-project-projectid-issuetypeusages,reviewed,GET,/rest/api/3/statuses/{statusId}/project/{projectId}/issueTypeUsages,Get issue type usages by status and project,extract,Status extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-get-rest-api-3-statuses-statusid-projectusages,reviewed,GET,/rest/api/3/statuses/{statusId}/projectUsages,Get project usages by status,extract,Status extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Status,status-get-rest-api-3-statuses-statusid-workflowusages,reviewed,GET,/rest/api/3/statuses/{statusId}/workflowUsages,Get workflow usages by status,extract,Status extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-status/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Tasks,tasks-get-rest-api-3-task-taskid,reviewed,GET,/rest/api/3/task/{taskId},Get task,extract,Tasks extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-tasks/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Tasks,tasks-post-rest-api-3-task-taskid-cancel,reviewed,POST,/rest/api/3/task/{taskId}/cancel,Cancel task,transform,Tasks reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-tasks/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,UI modifications (apps),ui-modifications-apps-get-rest-api-3-uimodifications,reviewed,GET,/rest/api/3/uiModifications,Get UI modifications,extract,UI modifications (apps) extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-ui-modifications-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,UI modifications (apps),ui-modifications-apps-post-rest-api-3-uimodifications,reviewed,POST,/rest/api/3/uiModifications,Create UI modification,load,UI modifications (apps) creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-ui-modifications-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,UI modifications (apps),ui-modifications-apps-delete-rest-api-3-uimodifications-uimodificationid,reviewed,DELETE,/rest/api/3/uiModifications/{uiModificationId},Delete UI modification,reconcile,UI modifications (apps) reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-ui-modifications-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,UI modifications (apps),ui-modifications-apps-put-rest-api-3-uimodifications-uimodificationid,reviewed,PUT,/rest/api/3/uiModifications/{uiModificationId},Update UI modification,load,UI modifications (apps) creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-ui-modifications-apps/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Avatars,avatars-get-rest-api-3-universal-avatar-type-type-owner-entityid,reviewed,GET,/rest/api/3/universal_avatar/type/{type}/owner/{entityId},Get avatars,extract,Avatars extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-avatars/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Avatars,avatars-post-rest-api-3-universal-avatar-type-type-owner-entityid,reviewed,POST,/rest/api/3/universal_avatar/type/{type}/owner/{entityId},Load avatar,transform,Avatars reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-avatars/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Avatars,avatars-delete-rest-api-3-universal-avatar-type-type-owner-owningobjectid-avatar-id,reviewed,DELETE,/rest/api/3/universal_avatar/type/{type}/owner/{owningObjectId}/avatar/{id},Delete avatar,reconcile,Avatars reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-avatars/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Avatars,avatars-get-rest-api-3-universal-avatar-view-type-type,reviewed,GET,/rest/api/3/universal_avatar/view/type/{type},Get avatar image by type,extract,Avatars extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-avatars/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Avatars,avatars-get-rest-api-3-universal-avatar-view-type-type-avatar-id,reviewed,GET,/rest/api/3/universal_avatar/view/type/{type}/avatar/{id},Get avatar image by ID,extract,Avatars extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-avatars/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Avatars,avatars-get-rest-api-3-universal-avatar-view-type-type-owner-entityid,reviewed,GET,/rest/api/3/universal_avatar/view/type/{type}/owner/{entityId},Get avatar image by owner,extract,Avatars extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-avatars/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-delete-rest-api-3-user,reviewed,DELETE,/rest/api/3/user,Delete user,reconcile,Users reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-user,reviewed,GET,/rest/api/3/user,Get user,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-post-rest-api-3-user,reviewed,POST,/rest/api/3/user,Create user,load,Users creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User search,user-search-get-rest-api-3-user-assignable-multiprojectsearch,reviewed,GET,/rest/api/3/user/assignable/multiProjectSearch,Find users assignable to projects,extract,User search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User search,user-search-get-rest-api-3-user-assignable-search,reviewed,GET,/rest/api/3/user/assignable/search,Find users assignable to issues,extract,User search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-user-bulk,reviewed,GET,/rest/api/3/user/bulk,Bulk get users,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-user-bulk-migration,reviewed,GET,/rest/api/3/user/bulk/migration,Get account IDs for users,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-delete-rest-api-3-user-columns,reviewed,DELETE,/rest/api/3/user/columns,Reset user default columns,reconcile,Users reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-user-columns,reviewed,GET,/rest/api/3/user/columns,Get user default columns,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-put-rest-api-3-user-columns,reviewed,PUT,/rest/api/3/user/columns,Set user default columns,transform,Users reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-user-email,reviewed,GET,/rest/api/3/user/email,Get user email,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-user-email-bulk,reviewed,GET,/rest/api/3/user/email/bulk,Get user email bulk,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-user-groups,reviewed,GET,/rest/api/3/user/groups,Get user groups,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User search,user-search-get-rest-api-3-user-permission-search,reviewed,GET,/rest/api/3/user/permission/search,Find users with permissions,extract,User search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User search,user-search-get-rest-api-3-user-picker,reviewed,GET,/rest/api/3/user/picker,Find users for picker,extract,User search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User properties,user-properties-get-rest-api-3-user-properties,reviewed,GET,/rest/api/3/user/properties,Get user property keys,extract,User properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User properties,user-properties-delete-rest-api-3-user-properties-propertykey,reviewed,DELETE,/rest/api/3/user/properties/{propertyKey},Delete user property,reconcile,User properties reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User properties,user-properties-get-rest-api-3-user-properties-propertykey,reviewed,GET,/rest/api/3/user/properties/{propertyKey},Get user property,extract,User properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User properties,user-properties-put-rest-api-3-user-properties-propertykey,reviewed,PUT,/rest/api/3/user/properties/{propertyKey},Set user property,transform,User properties reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User search,user-search-get-rest-api-3-user-search,reviewed,GET,/rest/api/3/user/search,Find users,extract,User search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User search,user-search-get-rest-api-3-user-search-query,reviewed,GET,/rest/api/3/user/search/query,Find users by query,extract,User search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User search,user-search-get-rest-api-3-user-search-query-key,reviewed,GET,/rest/api/3/user/search/query/key,Find user keys by query,extract,User search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,User search,user-search-get-rest-api-3-user-viewissue-search,reviewed,GET,/rest/api/3/user/viewissue/search,Find users with browse permission,extract,User search extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-user-search/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-users,reviewed,GET,/rest/api/3/users,Get all users default,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Users,users-get-rest-api-3-users-search,reviewed,GET,/rest/api/3/users/search,Get all users,extract,Users extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-users/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-post-rest-api-3-version,reviewed,POST,/rest/api/3/version,Create version,load,Project versions creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-delete-rest-api-3-version-id,deprecated,DELETE,/rest/api/3/version/{id},Delete version,reconcile,Project versions reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-get-rest-api-3-version-id,reviewed,GET,/rest/api/3/version/{id},Get version,extract,Project versions extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project versions,project-versions-put-rest-api-3-version-id,reviewed,PUT,/rest/api/3/version/{id},Update version,load,Project versions creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-versions/
